passengerCount,WIFIAPTag,slice10min
,T1-3L-8<T1-3-94>,2016-09-14-17-4
,T1-3L-8<T1-3-94>,2016-09-14-17-5
,T1-F-03<T1-1E-08>,2016-09-14-15-0
,T1-F-03<T1-1E-08>,2016-09-14-15-1
,T1-F-03<T1-1E-08>,2016-09-14-15-2
,T1-F-03<T1-1E-08>,2016-09-14-15-3
,T1-F-03<T1-1E-08>,2016-09-14-15-4
,T1-F-03<T1-1E-08>,2016-09-14-15-5
,T1-F-03<T1-1E-08>,2016-09-14-16-0
,T1-F-03<T1-1E-08>,2016-09-14-16-1
,T1-F-03<T1-1E-08>,2016-09-14-16-2
,T1-F-03<T1-1E-08>,2016-09-14-16-3
,T1-F-03<T1-1E-08>,2016-09-14-16-4
,T1-F-03<T1-1E-08>,2016-09-14-16-5
,T1-F-03<T1-1E-08>,2016-09-14-17-0
,T1-F-03<T1-1E-08>,2016-09-14-17-1
,T1-F-03<T1-1E-08>,2016-09-14-17-2
,T1-F-03<T1-1E-08>,2016-09-14-17-3
,T1-F-03<T1-1E-08>,2016-09-14-17-4
,T1-F-03<T1-1E-08>,2016-09-14-17-5
,T1-F-04<T1-1E-06>,2016-09-14-15-0
,T1-F-04<T1-1E-06>,2016-09-14-15-1
,T1-F-04<T1-1E-06>,2016-09-14-15-2
,T1-F-04<T1-1E-06>,2016-09-14-15-3
,T1-F-04<T1-1E-06>,2016-09-14-15-4
,T1-F-04<T1-1E-06>,2016-09-14-15-5
,T1-F-04<T1-1E-06>,2016-09-14-16-0
,T1-F-04<T1-1E-06>,2016-09-14-16-1
,T1-F-04<T1-1E-06>,2016-09-14-16-2
,T1-F-04<T1-1E-06>,2016-09-14-16-3
,T1-F-04<T1-1E-06>,2016-09-14-16-4
,T1-F-04<T1-1E-06>,2016-09-14-16-5
,T1-F-04<T1-1E-06>,2016-09-14-17-0
,T1-F-04<T1-1E-06>,2016-09-14-17-1
,T1-F-04<T1-1E-06>,2016-09-14-17-2
,T1-F-04<T1-1E-06>,2016-09-14-17-3
,T1-F-04<T1-1E-06>,2016-09-14-17-4
,T1-F-04<T1-1E-06>,2016-09-14-17-5
,T1-F-05<T1-1E-07>,2016-09-14-15-0
,T1-F-05<T1-1E-07>,2016-09-14-15-1
,T1-F-05<T1-1E-07>,2016-09-14-15-2
,T1-F-05<T1-1E-07>,2016-09-14-15-3
,T1-F-05<T1-1E-07>,2016-09-14-15-4
,T1-F-05<T1-1E-07>,2016-09-14-15-5
,T1-F-05<T1-1E-07>,2016-09-14-16-0
,T1-F-05<T1-1E-07>,2016-09-14-16-1
,T1-F-05<T1-1E-07>,2016-09-14-16-2
,T1-F-05<T1-1E-07>,2016-09-14-16-3
,T1-F-05<T1-1E-07>,2016-09-14-16-4
,T1-F-05<T1-1E-07>,2016-09-14-16-5
,T1-F-05<T1-1E-07>,2016-09-14-17-0
,T1-F-05<T1-1E-07>,2016-09-14-17-1
,T1-F-05<T1-1E-07>,2016-09-14-17-2
,T1-F-05<T1-1E-07>,2016-09-14-17-3
,T1-F-05<T1-1E-07>,2016-09-14-17-4
,T1-F-05<T1-1E-07>,2016-09-14-17-5
,T1-F-06<T1-BC-01>,2016-09-14-15-0
,T1-F-06<T1-BC-01>,2016-09-14-15-1
,T1-F-06<T1-BC-01>,2016-09-14-15-2
,T1-F-06<T1-BC-01>,2016-09-14-15-3
,T1-F-06<T1-BC-01>,2016-09-14-15-4
,T1-F-06<T1-BC-01>,2016-09-14-15-5
,T1-F-06<T1-BC-01>,2016-09-14-16-0
,T1-F-06<T1-BC-01>,2016-09-14-16-1
,T1-F-06<T1-BC-01>,2016-09-14-16-2
,T1-F-06<T1-BC-01>,2016-09-14-16-3
,T1-F-06<T1-BC-01>,2016-09-14-16-4
,T1-F-06<T1-BC-01>,2016-09-14-16-5
,T1-F-06<T1-BC-01>,2016-09-14-17-0
,T1-F-06<T1-BC-01>,2016-09-14-17-1
,T1-F-06<T1-BC-01>,2016-09-14-17-2
,T1-F-06<T1-BC-01>,2016-09-14-17-3
,T1-F-06<T1-BC-01>,2016-09-14-17-4
,T1-F-06<T1-BC-01>,2016-09-14-17-5
,T1-F-07<T1-BD-02>,2016-09-14-15-0
,T1-F-07<T1-BD-02>,2016-09-14-15-1
,T1-F-07<T1-BD-02>,2016-09-14-15-2
,T1-F-07<T1-BD-02>,2016-09-14-15-3
,T1-F-07<T1-BD-02>,2016-09-14-15-4
,T1-F-07<T1-BD-02>,2016-09-14-15-5
,T1-F-07<T1-BD-02>,2016-09-14-16-0
,T1-F-07<T1-BD-02>,2016-09-14-16-1
,T1-F-07<T1-BD-02>,2016-09-14-16-2
,T1-F-07<T1-BD-02>,2016-09-14-16-3
,T1-F-07<T1-BD-02>,2016-09-14-16-4
,T1-F-07<T1-BD-02>,2016-09-14-16-5
,T1-F-07<T1-BD-02>,2016-09-14-17-0
,T1-F-07<T1-BD-02>,2016-09-14-17-1
,T1-F-07<T1-BD-02>,2016-09-14-17-2
,T1-F-07<T1-BD-02>,2016-09-14-17-3
,T1-F-07<T1-BD-02>,2016-09-14-17-4
,T1-F-07<T1-BD-02>,2016-09-14-17-5
,T1-F-08<T1-BD-01>,2016-09-14-15-0
,T1-F-08<T1-BD-01>,2016-09-14-15-1
,T1-F-08<T1-BD-01>,2016-09-14-15-2
,T1-F-08<T1-BD-01>,2016-09-14-15-3
,T1-F-08<T1-BD-01>,2016-09-14-15-4
,T1-F-08<T1-BD-01>,2016-09-14-15-5
,T1-F-08<T1-BD-01>,2016-09-14-16-0
,T1-F-08<T1-BD-01>,2016-09-14-16-1
,T1-F-08<T1-BD-01>,2016-09-14-16-2
,T1-F-08<T1-BD-01>,2016-09-14-16-3
,T1-F-08<T1-BD-01>,2016-09-14-16-4
,T1-F-08<T1-BD-01>,2016-09-14-16-5
,T1-F-08<T1-BD-01>,2016-09-14-17-0
,T1-F-08<T1-BD-01>,2016-09-14-17-1
,T1-F-08<T1-BD-01>,2016-09-14-17-2
,T1-F-08<T1-BD-01>,2016-09-14-17-3
,T1-F-08<T1-BD-01>,2016-09-14-17-4
,T1-F-08<T1-BD-01>,2016-09-14-17-5
,T1-ZJF-1,2016-09-14-15-0
,T1-ZJF-1,2016-09-14-15-1
,T1-ZJF-1,2016-09-14-15-2
,T1-ZJF-1,2016-09-14-15-3
,T1-ZJF-1,2016-09-14-15-4
,T1-ZJF-1,2016-09-14-15-5
,T1-ZJF-1,2016-09-14-16-0
,T1-ZJF-1,2016-09-14-16-1
,T1-ZJF-1,2016-09-14-16-2
,T1-ZJF-1,2016-09-14-16-3
,T1-ZJF-1,2016-09-14-16-4
,T1-ZJF-1,2016-09-14-16-5
,T1-ZJF-1,2016-09-14-17-0
,T1-ZJF-1,2016-09-14-17-1
,T1-ZJF-1,2016-09-14-17-2
,T1-ZJF-1,2016-09-14-17-3
,T1-ZJF-1,2016-09-14-17-4
,T1-ZJF-1,2016-09-14-17-5
,T1-ZJF-2,2016-09-14-15-0
,T1-ZJF-2,2016-09-14-15-1
,T1-ZJF-2,2016-09-14-15-2
,T1-ZJF-2,2016-09-14-15-3
,T1-ZJF-2,2016-09-14-15-4
,T1-ZJF-2,2016-09-14-15-5
,T1-ZJF-2,2016-09-14-16-0
,T1-ZJF-2,2016-09-14-16-1
,T1-ZJF-2,2016-09-14-16-2
,T1-ZJF-2,2016-09-14-16-3
,T1-ZJF-2,2016-09-14-16-4
,T1-ZJF-2,2016-09-14-16-5
,T1-ZJF-2,2016-09-14-17-0
,T1-ZJF-2,2016-09-14-17-1
,T1-ZJF-2,2016-09-14-17-2
,T1-ZJF-2,2016-09-14-17-3
,T1-ZJF-2,2016-09-14-17-4
,T1-ZJF-2,2016-09-14-17-5
,T1-ZJF-4,2016-09-14-15-0
,T1-ZJF-4,2016-09-14-15-1
,T1-ZJF-4,2016-09-14-15-2
,T1-ZJF-4,2016-09-14-15-3
,T1-ZJF-4,2016-09-14-15-4
,T1-ZJF-4,2016-09-14-15-5
,T1-ZJF-4,2016-09-14-16-0
,T1-ZJF-4,2016-09-14-16-1
,T1-ZJF-4,2016-09-14-16-2
,T1-ZJF-4,2016-09-14-16-3
,T1-ZJF-4,2016-09-14-16-4
,T1-ZJF-4,2016-09-14-16-5
,T1-ZJF-4,2016-09-14-17-0
,T1-ZJF-4,2016-09-14-17-1
,T1-ZJF-4,2016-09-14-17-2
,T1-ZJF-4,2016-09-14-17-3
,T1-ZJF-4,2016-09-14-17-4
,T1-ZJF-4,2016-09-14-17-5
,T1-ZJF-5,2016-09-14-15-0
,T1-ZJF-5,2016-09-14-15-1
,T1-ZJF-5,2016-09-14-15-2
,T1-ZJF-5,2016-09-14-15-3
,T1-ZJF-5,2016-09-14-15-4
,T1-ZJF-5,2016-09-14-15-5
,T1-ZJF-5,2016-09-14-16-0
,T1-ZJF-5,2016-09-14-16-1
,T1-ZJF-5,2016-09-14-16-2
,T1-ZJF-5,2016-09-14-16-3
,T1-ZJF-5,2016-09-14-16-4
,T1-ZJF-5,2016-09-14-16-5
,T1-ZJF-5,2016-09-14-17-0
,T1-ZJF-5,2016-09-14-17-1
,T1-ZJF-5,2016-09-14-17-2
,T1-ZJF-5,2016-09-14-17-3
,T1-ZJF-5,2016-09-14-17-4
,T1-ZJF-5,2016-09-14-17-5
,W1-1A-1<W1-1-01>,2016-09-14-15-0
,W1-1A-1<W1-1-01>,2016-09-14-15-1
,W1-1A-1<W1-1-01>,2016-09-14-15-2
,W1-1A-1<W1-1-01>,2016-09-14-15-3
,W1-1A-1<W1-1-01>,2016-09-14-15-4
,W1-1A-1<W1-1-01>,2016-09-14-15-5
,W1-1A-1<W1-1-01>,2016-09-14-16-0
,W1-1A-1<W1-1-01>,2016-09-14-16-1
,W1-1A-1<W1-1-01>,2016-09-14-16-2
,W1-1A-1<W1-1-01>,2016-09-14-16-3
,W1-1A-1<W1-1-01>,2016-09-14-16-4
,W1-1A-1<W1-1-01>,2016-09-14-16-5
,W1-1A-1<W1-1-01>,2016-09-14-17-0
,W1-1A-1<W1-1-01>,2016-09-14-17-1
,W1-1A-1<W1-1-01>,2016-09-14-17-2
,W1-1A-1<W1-1-01>,2016-09-14-17-3
,W1-1A-1<W1-1-01>,2016-09-14-17-4
,W1-1A-1<W1-1-01>,2016-09-14-17-5
,W1-1A-2<W1-1-02>,2016-09-14-15-0
,W1-1A-2<W1-1-02>,2016-09-14-15-1
,W1-1A-2<W1-1-02>,2016-09-14-15-2
,W1-1A-2<W1-1-02>,2016-09-14-15-3
,W1-1A-2<W1-1-02>,2016-09-14-15-4
,W1-1A-2<W1-1-02>,2016-09-14-15-5
,W1-1A-2<W1-1-02>,2016-09-14-16-0
,W1-1A-2<W1-1-02>,2016-09-14-16-1
,W1-1A-2<W1-1-02>,2016-09-14-16-2
,W1-1A-2<W1-1-02>,2016-09-14-16-3
,W1-1A-2<W1-1-02>,2016-09-14-16-4
,W1-1A-2<W1-1-02>,2016-09-14-16-5
,W1-1A-2<W1-1-02>,2016-09-14-17-0
,W1-1A-2<W1-1-02>,2016-09-14-17-1
,W1-1A-2<W1-1-02>,2016-09-14-17-2
,W1-1A-2<W1-1-02>,2016-09-14-17-3
,W1-1A-2<W1-1-02>,2016-09-14-17-4
,W1-1A-2<W1-1-02>,2016-09-14-17-5
,W1-1A-3<W1-1-03>,2016-09-14-15-0
,W1-1A-3<W1-1-03>,2016-09-14-15-1
,W1-1A-3<W1-1-03>,2016-09-14-15-2
,W1-1A-3<W1-1-03>,2016-09-14-15-3
,W1-1A-3<W1-1-03>,2016-09-14-15-4
,W1-1A-3<W1-1-03>,2016-09-14-15-5
,W1-1A-3<W1-1-03>,2016-09-14-16-0
,W1-1A-3<W1-1-03>,2016-09-14-16-1
,W1-1A-3<W1-1-03>,2016-09-14-16-2
,W1-1A-3<W1-1-03>,2016-09-14-16-3
,W1-1A-3<W1-1-03>,2016-09-14-16-4
,W1-1A-3<W1-1-03>,2016-09-14-16-5
,W1-1A-3<W1-1-03>,2016-09-14-17-0
,W1-1A-3<W1-1-03>,2016-09-14-17-1
,W1-1A-3<W1-1-03>,2016-09-14-17-2
,W1-1A-3<W1-1-03>,2016-09-14-17-3
,W1-1A-3<W1-1-03>,2016-09-14-17-4
,W1-1A-3<W1-1-03>,2016-09-14-17-5
,W1-1A-4<W1-1-04>,2016-09-14-15-0
,W1-1A-4<W1-1-04>,2016-09-14-15-1
,W1-1A-4<W1-1-04>,2016-09-14-15-2
,W1-1A-4<W1-1-04>,2016-09-14-15-3
,W1-1A-4<W1-1-04>,2016-09-14-15-4
,W1-1A-4<W1-1-04>,2016-09-14-15-5
,W1-1A-4<W1-1-04>,2016-09-14-16-0
,W1-1A-4<W1-1-04>,2016-09-14-16-1
,W1-1A-4<W1-1-04>,2016-09-14-16-2
,W1-1A-4<W1-1-04>,2016-09-14-16-3
,W1-1A-4<W1-1-04>,2016-09-14-16-4
,W1-1A-4<W1-1-04>,2016-09-14-16-5
,W1-1A-4<W1-1-04>,2016-09-14-17-0
,W1-1A-4<W1-1-04>,2016-09-14-17-1
,W1-1A-4<W1-1-04>,2016-09-14-17-2
,W1-1A-4<W1-1-04>,2016-09-14-17-3
,W1-1A-4<W1-1-04>,2016-09-14-17-4
,W1-1A-4<W1-1-04>,2016-09-14-17-5
,W1-1A-5<W1-1-05>,2016-09-14-15-0
,W1-1A-5<W1-1-05>,2016-09-14-15-1
,W1-1A-5<W1-1-05>,2016-09-14-15-2
,W1-1A-5<W1-1-05>,2016-09-14-15-3
,W1-1A-5<W1-1-05>,2016-09-14-15-4
,W1-1A-5<W1-1-05>,2016-09-14-15-5
,W1-1A-5<W1-1-05>,2016-09-14-16-0
,W1-1A-5<W1-1-05>,2016-09-14-16-1
,W1-1A-5<W1-1-05>,2016-09-14-16-2
,W1-1A-5<W1-1-05>,2016-09-14-16-3
,W1-1A-5<W1-1-05>,2016-09-14-16-4
,W1-1A-5<W1-1-05>,2016-09-14-16-5
,W1-1A-5<W1-1-05>,2016-09-14-17-0
,W1-1A-5<W1-1-05>,2016-09-14-17-1
,W1-1A-5<W1-1-05>,2016-09-14-17-2
,W1-1A-5<W1-1-05>,2016-09-14-17-3
,W1-1A-5<W1-1-05>,2016-09-14-17-4
,W1-1A-5<W1-1-05>,2016-09-14-17-5
,W1-2A-1<W1-2-11>,2016-09-14-15-0
,W1-2A-1<W1-2-11>,2016-09-14-15-1
,W1-2A-1<W1-2-11>,2016-09-14-15-2
,W1-2A-1<W1-2-11>,2016-09-14-15-3
,W1-2A-1<W1-2-11>,2016-09-14-15-4
,W1-2A-1<W1-2-11>,2016-09-14-15-5
,W1-2A-1<W1-2-11>,2016-09-14-16-0
,W1-2A-1<W1-2-11>,2016-09-14-16-1
,W1-2A-1<W1-2-11>,2016-09-14-16-2
,W1-2A-1<W1-2-11>,2016-09-14-16-3
,W1-2A-1<W1-2-11>,2016-09-14-16-4
,W1-2A-1<W1-2-11>,2016-09-14-16-5
,W1-2A-1<W1-2-11>,2016-09-14-17-0
,W1-2A-1<W1-2-11>,2016-09-14-17-1
,W1-2A-1<W1-2-11>,2016-09-14-17-2
,W1-2A-1<W1-2-11>,2016-09-14-17-3
,W1-2A-1<W1-2-11>,2016-09-14-17-4
,W1-2A-1<W1-2-11>,2016-09-14-17-5
,W1-2A-2<W1-2-12>,2016-09-14-15-0
,W1-2A-2<W1-2-12>,2016-09-14-15-1
,W1-2A-2<W1-2-12>,2016-09-14-15-2
,W1-2A-2<W1-2-12>,2016-09-14-15-3
,W1-2A-2<W1-2-12>,2016-09-14-15-4
,W1-2A-2<W1-2-12>,2016-09-14-15-5
,W1-2A-2<W1-2-12>,2016-09-14-16-0
,W1-2A-2<W1-2-12>,2016-09-14-16-1
,W1-2A-2<W1-2-12>,2016-09-14-16-2
,W1-2A-2<W1-2-12>,2016-09-14-16-3
,W1-2A-2<W1-2-12>,2016-09-14-16-4
,W1-2A-2<W1-2-12>,2016-09-14-16-5
,W1-2A-2<W1-2-12>,2016-09-14-17-0
,W1-2A-2<W1-2-12>,2016-09-14-17-1
,W1-2A-2<W1-2-12>,2016-09-14-17-2
,W1-2A-2<W1-2-12>,2016-09-14-17-3
,W1-2A-2<W1-2-12>,2016-09-14-17-4
,W1-2A-2<W1-2-12>,2016-09-14-17-5
,W1-2A-3<W1-2-13>,2016-09-14-15-0
,W1-2A-3<W1-2-13>,2016-09-14-15-1
,W1-2A-3<W1-2-13>,2016-09-14-15-2
,W1-2A-3<W1-2-13>,2016-09-14-15-3
,W1-2A-3<W1-2-13>,2016-09-14-15-4
,W1-2A-3<W1-2-13>,2016-09-14-15-5
,W1-2A-3<W1-2-13>,2016-09-14-16-0
,W1-2A-3<W1-2-13>,2016-09-14-16-1
,W1-2A-3<W1-2-13>,2016-09-14-16-2
,W1-2A-3<W1-2-13>,2016-09-14-16-3
,W1-2A-3<W1-2-13>,2016-09-14-16-4
,W1-2A-3<W1-2-13>,2016-09-14-16-5
,W1-2A-3<W1-2-13>,2016-09-14-17-0
,W1-2A-3<W1-2-13>,2016-09-14-17-1
,W1-2A-3<W1-2-13>,2016-09-14-17-2
,W1-2A-3<W1-2-13>,2016-09-14-17-3
,W1-2A-3<W1-2-13>,2016-09-14-17-4
,W1-2A-3<W1-2-13>,2016-09-14-17-5
,W1-2A-4<W1-2-14>,2016-09-14-15-0
,W1-2A-4<W1-2-14>,2016-09-14-15-1
,W1-2A-4<W1-2-14>,2016-09-14-15-2
,W1-2A-4<W1-2-14>,2016-09-14-15-3
,W1-2A-4<W1-2-14>,2016-09-14-15-4
,W1-2A-4<W1-2-14>,2016-09-14-15-5
,W1-2A-4<W1-2-14>,2016-09-14-16-0
,W1-2A-4<W1-2-14>,2016-09-14-16-1
,W1-2A-4<W1-2-14>,2016-09-14-16-2
,W1-2A-4<W1-2-14>,2016-09-14-16-3
,W1-2A-4<W1-2-14>,2016-09-14-16-4
,W1-2A-4<W1-2-14>,2016-09-14-16-5
,W1-2A-4<W1-2-14>,2016-09-14-17-0
,W1-2A-4<W1-2-14>,2016-09-14-17-1
,W1-2A-4<W1-2-14>,2016-09-14-17-2
,W1-2A-4<W1-2-14>,2016-09-14-17-3
,W1-2A-4<W1-2-14>,2016-09-14-17-4
,W1-2A-4<W1-2-14>,2016-09-14-17-5
,W1-2A-5<W1-2-15>,2016-09-14-15-0
,W1-2A-5<W1-2-15>,2016-09-14-15-1
,W1-2A-5<W1-2-15>,2016-09-14-15-2
,W1-2A-5<W1-2-15>,2016-09-14-15-3
,W1-2A-5<W1-2-15>,2016-09-14-15-4
,W1-2A-5<W1-2-15>,2016-09-14-15-5
,W1-2A-5<W1-2-15>,2016-09-14-16-0
,W1-2A-5<W1-2-15>,2016-09-14-16-1
,W1-2A-5<W1-2-15>,2016-09-14-16-2
,W1-2A-5<W1-2-15>,2016-09-14-16-3
,W1-2A-5<W1-2-15>,2016-09-14-16-4
,W1-2A-5<W1-2-15>,2016-09-14-16-5
,W1-2A-5<W1-2-15>,2016-09-14-17-0
,W1-2A-5<W1-2-15>,2016-09-14-17-1
,W1-2A-5<W1-2-15>,2016-09-14-17-2
,W1-2A-5<W1-2-15>,2016-09-14-17-3
,W1-2A-5<W1-2-15>,2016-09-14-17-4
,W1-2A-5<W1-2-15>,2016-09-14-17-5
,W1-2A-6<W1-2-16>,2016-09-14-15-0
,W1-2A-6<W1-2-16>,2016-09-14-15-1
,W1-2A-6<W1-2-16>,2016-09-14-15-2
,W1-2A-6<W1-2-16>,2016-09-14-15-3
,W1-2A-6<W1-2-16>,2016-09-14-15-4
,W1-2A-6<W1-2-16>,2016-09-14-15-5
,W1-2A-6<W1-2-16>,2016-09-14-16-0
,W1-2A-6<W1-2-16>,2016-09-14-16-1
,W1-2A-6<W1-2-16>,2016-09-14-16-2
,W1-2A-6<W1-2-16>,2016-09-14-16-3
,W1-2A-6<W1-2-16>,2016-09-14-16-4
,W1-2A-6<W1-2-16>,2016-09-14-16-5
,W1-2A-6<W1-2-16>,2016-09-14-17-0
,W1-2A-6<W1-2-16>,2016-09-14-17-1
,W1-2A-6<W1-2-16>,2016-09-14-17-2
,W1-2A-6<W1-2-16>,2016-09-14-17-3
,W1-2A-6<W1-2-16>,2016-09-14-17-4
,W1-2A-6<W1-2-16>,2016-09-14-17-5
,W1-2C-1<W1-2-01>,2016-09-14-15-0
,W1-2C-1<W1-2-01>,2016-09-14-15-1
,W1-2C-1<W1-2-01>,2016-09-14-15-2
,W1-2C-1<W1-2-01>,2016-09-14-15-3
,W1-2C-1<W1-2-01>,2016-09-14-15-4
,W1-2C-1<W1-2-01>,2016-09-14-15-5
,W1-2C-1<W1-2-01>,2016-09-14-16-0
,W1-2C-1<W1-2-01>,2016-09-14-16-1
,W1-2C-1<W1-2-01>,2016-09-14-16-2
,W1-2C-1<W1-2-01>,2016-09-14-16-3
,W1-2C-1<W1-2-01>,2016-09-14-16-4
,W1-2C-1<W1-2-01>,2016-09-14-16-5
,W1-2C-1<W1-2-01>,2016-09-14-17-0
,W1-2C-1<W1-2-01>,2016-09-14-17-1
,W1-2C-1<W1-2-01>,2016-09-14-17-2
,W1-2C-1<W1-2-01>,2016-09-14-17-3
,W1-2C-1<W1-2-01>,2016-09-14-17-4
,W1-2C-1<W1-2-01>,2016-09-14-17-5
,W1-2C-2<W1-2-02>,2016-09-14-15-0
,W1-2C-2<W1-2-02>,2016-09-14-15-1
,W1-2C-2<W1-2-02>,2016-09-14-15-2
,W1-2C-2<W1-2-02>,2016-09-14-15-3
,W1-2C-2<W1-2-02>,2016-09-14-15-4
,W1-2C-2<W1-2-02>,2016-09-14-15-5
,W1-2C-2<W1-2-02>,2016-09-14-16-0
,W1-2C-2<W1-2-02>,2016-09-14-16-1
,W1-2C-2<W1-2-02>,2016-09-14-16-2
,W1-2C-2<W1-2-02>,2016-09-14-16-3
,W1-2C-2<W1-2-02>,2016-09-14-16-4
,W1-2C-2<W1-2-02>,2016-09-14-16-5
,W1-2C-2<W1-2-02>,2016-09-14-17-0
,W1-2C-2<W1-2-02>,2016-09-14-17-1
,W1-2C-2<W1-2-02>,2016-09-14-17-2
,W1-2C-2<W1-2-02>,2016-09-14-17-3
,W1-2C-2<W1-2-02>,2016-09-14-17-4
,W1-2C-2<W1-2-02>,2016-09-14-17-5
,W1-2C-3<W1-2-03>,2016-09-14-15-0
,W1-2C-3<W1-2-03>,2016-09-14-15-1
,W1-2C-3<W1-2-03>,2016-09-14-15-2
,W1-2C-3<W1-2-03>,2016-09-14-15-3
,W1-2C-3<W1-2-03>,2016-09-14-15-4
,W1-2C-3<W1-2-03>,2016-09-14-15-5
,W1-2C-3<W1-2-03>,2016-09-14-16-0
,W1-2C-3<W1-2-03>,2016-09-14-16-1
,W1-2C-3<W1-2-03>,2016-09-14-16-2
,W1-2C-3<W1-2-03>,2016-09-14-16-3
,W1-2C-3<W1-2-03>,2016-09-14-16-4
,W1-2C-3<W1-2-03>,2016-09-14-16-5
,W1-2C-3<W1-2-03>,2016-09-14-17-0
,W1-2C-3<W1-2-03>,2016-09-14-17-1
,W1-2C-3<W1-2-03>,2016-09-14-17-2
,W1-2C-3<W1-2-03>,2016-09-14-17-3
,W1-2C-3<W1-2-03>,2016-09-14-17-4
,W1-2C-3<W1-2-03>,2016-09-14-17-5
,W1-2C-4<W1-2-04>,2016-09-14-15-0
,W1-2C-4<W1-2-04>,2016-09-14-15-1
,W1-2C-4<W1-2-04>,2016-09-14-15-2
,W1-2C-4<W1-2-04>,2016-09-14-15-3
,W1-2C-4<W1-2-04>,2016-09-14-15-4
,W1-2C-4<W1-2-04>,2016-09-14-15-5
,W1-2C-4<W1-2-04>,2016-09-14-16-0
,W1-2C-4<W1-2-04>,2016-09-14-16-1
,W1-2C-4<W1-2-04>,2016-09-14-16-2
,W1-2C-4<W1-2-04>,2016-09-14-16-3
,W1-2C-4<W1-2-04>,2016-09-14-16-4
,W1-2C-4<W1-2-04>,2016-09-14-16-5
,W1-2C-4<W1-2-04>,2016-09-14-17-0
,W1-2C-4<W1-2-04>,2016-09-14-17-1
,W1-2C-4<W1-2-04>,2016-09-14-17-2
,W1-2C-4<W1-2-04>,2016-09-14-17-3
,W1-2C-4<W1-2-04>,2016-09-14-17-4
,W1-2C-4<W1-2-04>,2016-09-14-17-5
,W1-2C-5<W1-2-05>,2016-09-14-15-0
,W1-2C-5<W1-2-05>,2016-09-14-15-1
,W1-2C-5<W1-2-05>,2016-09-14-15-2
,W1-2C-5<W1-2-05>,2016-09-14-15-3
,W1-2C-5<W1-2-05>,2016-09-14-15-4
,W1-2C-5<W1-2-05>,2016-09-14-15-5
,W1-2C-5<W1-2-05>,2016-09-14-16-0
,W1-2C-5<W1-2-05>,2016-09-14-16-1
,W1-2C-5<W1-2-05>,2016-09-14-16-2
,W1-2C-5<W1-2-05>,2016-09-14-16-3
,W1-2C-5<W1-2-05>,2016-09-14-16-4
,W1-2C-5<W1-2-05>,2016-09-14-16-5
,W1-2C-5<W1-2-05>,2016-09-14-17-0
,W1-2C-5<W1-2-05>,2016-09-14-17-1
,W1-2C-5<W1-2-05>,2016-09-14-17-2
,W1-2C-5<W1-2-05>,2016-09-14-17-3
,W1-2C-5<W1-2-05>,2016-09-14-17-4
,W1-2C-5<W1-2-05>,2016-09-14-17-5
,W1-2C-6<W1-2-06>,2016-09-14-15-0
,W1-2C-6<W1-2-06>,2016-09-14-15-1
,W1-2C-6<W1-2-06>,2016-09-14-15-2
,W1-2C-6<W1-2-06>,2016-09-14-15-3
,W1-2C-6<W1-2-06>,2016-09-14-15-4
,W1-2C-6<W1-2-06>,2016-09-14-15-5
,W1-2C-6<W1-2-06>,2016-09-14-16-0
,W1-2C-6<W1-2-06>,2016-09-14-16-1
,W1-2C-6<W1-2-06>,2016-09-14-16-2
,W1-2C-6<W1-2-06>,2016-09-14-16-3
,W1-2C-6<W1-2-06>,2016-09-14-16-4
,W1-2C-6<W1-2-06>,2016-09-14-16-5
,W1-2C-6<W1-2-06>,2016-09-14-17-0
,W1-2C-6<W1-2-06>,2016-09-14-17-1
,W1-2C-6<W1-2-06>,2016-09-14-17-2
,W1-2C-6<W1-2-06>,2016-09-14-17-3
,W1-2C-6<W1-2-06>,2016-09-14-17-4
,W1-2C-6<W1-2-06>,2016-09-14-17-5
,W1-3A-10<W1-3-06>,2016-09-14-15-0
,W1-3A-10<W1-3-06>,2016-09-14-15-1
,W1-3A-10<W1-3-06>,2016-09-14-15-2
,W1-3A-10<W1-3-06>,2016-09-14-15-3
,W1-3A-10<W1-3-06>,2016-09-14-15-4
,W1-3A-10<W1-3-06>,2016-09-14-15-5
,W1-3A-10<W1-3-06>,2016-09-14-16-0
,W1-3A-10<W1-3-06>,2016-09-14-16-1
,W1-3A-10<W1-3-06>,2016-09-14-16-2
,W1-3A-10<W1-3-06>,2016-09-14-16-3
,W1-3A-10<W1-3-06>,2016-09-14-16-4
,W1-3A-10<W1-3-06>,2016-09-14-16-5
,W1-3A-10<W1-3-06>,2016-09-14-17-0
,W1-3A-10<W1-3-06>,2016-09-14-17-1
,W1-3A-10<W1-3-06>,2016-09-14-17-2
,W1-3A-10<W1-3-06>,2016-09-14-17-3
,W1-3A-10<W1-3-06>,2016-09-14-17-4
,W1-3A-10<W1-3-06>,2016-09-14-17-5
,W1-3A-1<W1-3-36>,2016-09-14-15-0
,W1-3A-1<W1-3-36>,2016-09-14-15-1
,W1-3A-1<W1-3-36>,2016-09-14-15-2
,W1-3A-1<W1-3-36>,2016-09-14-15-3
,W1-3A-1<W1-3-36>,2016-09-14-15-4
,W1-3A-1<W1-3-36>,2016-09-14-15-5
,W1-3A-1<W1-3-36>,2016-09-14-16-0
,W1-3A-1<W1-3-36>,2016-09-14-16-1
